line_index,LD_value
1858,0.0
1859,1.0
1860,0.0
1861,0.0
1862,0.0
1863,0.5
1864,3.0
1865,0.6666666666666666
1866,0.5
1867,0.0
1868,0.0
1869,2.0
1870,0.5
1871,0.5
1872,0.0
1873,2.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,1.0
1879,1.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,1.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,3.0
1895,1.3333333333333333
1896,0.3333333333333333
1897,1.5
1898,1.0
1899,1.0
1900,2.0
1901,3.0
1902,1.0
1903,0.5
1904,5.0
1905,0.0
1906,2.0
1907,1.0
1908,1.5
1909,1.0
1910,0.0
1911,2.0
1912,1.0
1913,2.0
1914,0.5
1915,0.0
1916,2.0
1917,2.0
1918,1.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,2.0
1924,0.0
1925,0.5
1926,0.0
1927,1.0
1928,0.0
1929,0.0
1930,0.5
1931,0.0
1932,0.0
1933,0.5
1934,0.5
1935,1.0
1936,0.3333333333333333
1937,0.5
1938,1.5
1939,0.5
1940,0.0
1941,0.5
1942,0.0
1943,0.0
1944,1.0
1945,0.5
1946,0.0
1947,0.0
1948,3.0
1949,0.5
1950,0.5
1951,0.3333333333333333
1952,1.0
1953,0.3333333333333333
1954,0.5
1955,0.5
1956,0.3333333333333333
1957,0.0
1958,0.0
1959,0.5
1960,0.0
1961,0.0
1962,1.0
1963,0.0
1964,2.0
1965,0.0
1966,0.0
1967,0.0
1968,2.0
1969,0.0
1970,1.0
1971,0.3333333333333333
1972,0.0
1973,0.0
1974,1.0
1975,0.0
1976,0.5
1977,0.0
1978,0.6666666666666666
1979,1.0
1980,1.0
1981,0.0
1982,0.0
1983,0.0
1984,0.5
1985,1.0
1986,0.5
1987,2.0
1988,1.0
1989,0.6666666666666666
1990,0.5
1991,1.0
1992,1.0
1993,0.5
1994,0.0
1995,2.0
1996,1.5
1997,0.0
1998,2.0
1999,0.0
2000,2.0
2001,1.0
2002,0.0
2003,1.0
2004,0.5
2005,0.0
2006,1.5
2007,0.0
2008,2.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.5
2018,0.5
2019,2.0
2020,1.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.5
2026,0.0
2027,1.0
2028,0.0
2029,0.0
2030,0.0
2031,1.0
2032,0.0
2033,1.0
2034,1.0
2035,0.25
2036,3.0
2037,0.0
2038,0.0
2039,1.0
2040,0.6666666666666666
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,1.0
2047,0.0
2048,1.0
2049,1.0
2050,0.3333333333333333
2051,0.0
2052,1.0
2053,1.0
2054,0.0
2055,0.0
2056,1.0
2057,1.0
